"ResponseId","spsrq_matrix_1","spsrq_matrix_2","spsrq_matrix_3","spsrq_matrix_4","spsrq_matrix_5","spsrq_matrix_6","spsrq_matrix_7","spsrq_matrix_8","spsrq_matrix_9","spsrq_matrix_10","spsrq_matrix_11","spsrq_matrix_12","spsrq_matrix_13","spsrq_matrix_14","spsrq_matrix_15","spsrq_matrix_16","spsrq_matrix_17","spsrq_matrix_18","spsrq_matrix_19","spsrq_matrix_20","spsrq_sr","spsrq_sp"
"R_1sayNeYv020u5P2",3,4,4,3,3,4,4,4,5,2,4,4,3,4,5,4,3,5,3,4,38,37
"R_1gqAMEtVincD3Mx",4,1,4,3,5,4,4,4,4,3,4,3,3,3,3,4,4,3,4,2,30,39
"R_7I75ACYSV00s1xA",2,2,1,3,2,3,1,2,1,4,2,5,1,4,2,4,2,5,2,3,35,16
"R_7fkm7IRFmJBvH8Z",3,2,4,2,1,4,3,2,1,4,3,3,3,4,2,1,3,3,1,4,29,24
"R_1gTpXjQHhju4ku4",2,3,2,5,3,1,2,4,4,4,5,4,1,3,3,4,1,5,1,5,38,24
"R_5DSfVLR66aTVyJX",4,3,2,4,2,3,2,3,3,2,2,4,2,3,2,3,3,3,3,3,31,25
"R_5Hq3m8mu135Eamq",4,1,3,1,2,1,4,1,5,2,4,2,3,1,4,1,4,4,3,2,16,36
"R_5igRmYVFik4Dfbz",1,1,3,1,4,4,3,4,4,4,3,3,1,5,4,1,1,1,1,3,27,25
"R_7kcQizqGgcWrDgJ",3,1,3,4,2,1,3,1,4,3,2,3,2,1,4,1,4,1,3,1,17,30
"R_1SigqWleAcLOX18",1,1,1,1,5,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,18,14
"R_1GuohUMMUEnFvRn",3,2,2,3,3,3,3,4,3,3,4,3,3,5,2,3,2,3,2,4,33,27
"R_1J6ANvk8Fq9aVe9",4,1,3,1,3,1,2,3,4,3,3,2,3,2,2,1,3,2,4,1,17,31
"R_53xVrBm2sxauD33",3,2,3,3,4,2,3,3,4,3,4,2,2,3,2,2,3,2,3,3,25,31
"R_56kHJEAy42p6fep",5,2,2,2,3,2,4,2,4,3,4,1,5,2,4,1,4,4,4,1,20,39
"R_13jeAW48Huud0cN",4,3,2,5,5,4,4,4,4,2,5,5,3,2,4,3,2,5,4,4,37,37
"R_3431dwm2WlFhKox",4,1,2,1,4,1,2,1,1,3,3,4,2,3,1,1,1,1,2,3,19,22
"R_5tllqoBWhJMjVLn",4,1,3,3,3,1,3,1,3,3,4,2,1,3,1,1,1,4,2,1,20,25
"R_7v3ctLFVjoKz0pK",4,2,4,4,3,2,2,4,3,4,2,3,2,2,4,2,2,2,2,2,27,28
"R_5RkoVc51g5LX74M",3,2,4,4,4,4,2,3,3,3,3,3,3,2,3,3,3,3,3,3,30,31
"R_1P0hCbjU556NeVt",5,4,5,5,1,5,4,5,1,5,5,4,5,5,5,4,5,5,4,5,47,40
"R_5kUFi3285msYNmp",4,4,2,4,4,1,4,5,5,4,5,5,2,2,5,4,2,5,5,2,36,38
"R_5Mt2Ssx1UR9Bu7v",5,5,5,4,3,5,3,5,4,3,3,5,4,3,3,2,3,5,2,5,42,35
"R_6Keox7S6SKhqp0J",1,4,1,2,1,3,1,1,1,4,1,4,4,2,1,3,1,4,1,3,30,13
"R_9qTXNQzcUzej4rJ",5,5,4,5,5,5,1,3,1,5,4,5,5,5,5,5,5,5,2,4,47,37
"R_7Do44e0FzIKW61m",3,3,3,3,3,3,3,2,2,3,4,4,3,3,3,3,3,3,3,3,30,30
"R_3pi2cf2s5Wk8Hbf",2,4,4,4,1,3,3,3,4,4,4,3,4,4,4,4,4,5,4,5,39,34
"R_61G9f4NTJ1OFOUp",4,1,3,4,4,2,4,2,5,4,5,3,4,3,4,2,2,5,4,1,27,39
"R_6OYI8Wx0Yh8Oy5x",4,1,3,2,5,1,2,3,1,2,2,2,2,2,2,1,1,1,1,1,16,23
"R_7lgJ0wSMeyqbLkM",4,1,3,2,2,2,2,2,3,3,2,3,2,2,1,1,2,3,2,2,21,23
"R_7maUNcUixGsUwVM",4,4,2,3,4,3,4,2,4,4,5,4,4,3,2,4,2,3,3,4,34,34
"R_5CIp3b0EeTBsPeB",2,3,2,3,4,4,3,4,3,4,4,4,3,4,4,4,3,4,4,3,37,32
"R_77HP1j2rwKQe7N7",2,1,1,1,4,4,1,2,1,4,1,4,2,1,1,4,1,2,4,4,27,18
"R_35sflNi1UfK3GgX",4,4,4,4,5,3,4,4,3,4,4,5,3,5,3,5,3,5,3,3,42,36
"R_5l49BYgerK37t0B",3,4,3,4,1,3,5,1,3,3,4,1,4,4,2,1,2,4,2,3,28,29
"R_6VPwmew9n51jfhv",3,1,3,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,10,18
"R_6qfD38WBGs83PA1",5,5,4,4,4,4,5,4,3,3,5,4,3,5,4,2,1,5,4,3,39,38
"R_6sojCaqFbEVE0kF",3,1,4,1,4,1,1,1,5,1,5,1,1,1,3,1,1,1,1,1,10,28
"R_796XHMtpGldWMfD",5,4,2,4,4,5,2,4,4,4,5,5,4,4,2,4,2,5,2,4,43,32
"R_6gBkRCJzWl9nLyZ",1,2,2,2,4,1,1,1,1,1,1,2,2,1,3,2,1,2,1,1,15,17
"R_7CkUojfXdv83rVS",3,2,4,3,4,2,4,3,3,2,4,3,3,2,4,2,4,3,4,2,24,37
"R_6bUJOXQEMmerkGJ",4,5,4,4,5,3,5,4,5,3,4,5,3,4,5,3,4,5,3,4,40,42
"R_1MNjVMHuxVNF9vh",4,1,3,2,4,1,5,1,3,2,5,1,3,2,4,1,5,3,4,1,15,40
"R_3QWy7IDjLL7BsyZ",3,3,3,3,3,3,3,3,4,3,3,4,3,4,4,4,4,4,4,4,35,34
"R_1Ivoupgo6cPb4Vz",4,1,4,4,5,1,5,1,4,5,5,4,4,5,3,2,5,4,5,1,28,44
"R_5jNiaP9MZBLp8We",5,1,5,1,1,1,1,1,5,5,5,1,5,5,5,1,5,1,5,1,18,42
"R_65HCxOsrOiKfAHO",4,1,4,1,4,1,1,1,1,1,1,5,4,1,1,4,1,1,1,1,17,22
"R_1Pc8wxv0ZlELcsM",1,1,3,3,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,14,15
"R_3M0yEAfxtGvjxgg",2,3,1,2,2,4,2,1,4,1,2,4,2,5,4,2,3,4,2,1,27,24
"R_5ml43dIlAw8oIUL",5,1,5,4,4,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,13,25
"R_7HCDGhzCVyMcWRf",4,1,4,3,5,1,3,1,3,2,4,1,3,1,1,1,3,1,3,1,13,33
"R_74Jnn31p8bZJ0oV",2,3,3,2,3,4,4,2,2,3,3,2,3,3,4,3,2,4,3,2,28,29
"R_14cqqmC18GfGrlL",4,1,2,1,5,1,4,1,1,2,4,1,2,1,1,1,4,1,4,1,11,31
"R_75ucgeXStJa1V61",2,1,4,2,2,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,19,36
"R_7fpuylnspmTVhDZ",3,1,3,2,4,1,2,3,3,2,2,1,1,3,2,1,2,3,2,3,20,24
"R_7oHoBfFvzG02dPx",4,2,5,4,3,2,3,2,4,2,5,2,5,2,5,1,2,2,4,1,20,40
"R_3aLKr40ggIcY3Sh",3,1,3,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,17,23
"R_1GjIwQ4QXOAiYC9",5,3,2,4,1,1,3,4,3,4,2,4,2,3,4,4,2,3,3,3,33,27
"R_6afwr302sZ5FdwG",5,1,3,4,1,2,5,2,4,2,4,2,4,1,2,2,4,5,4,1,22,36
"R_3JRHjFHo4dug7vP",4,1,2,2,4,1,2,2,2,3,3,2,3,3,2,2,3,2,3,2,20,28
"R_17Ch8wcmALBzGsh",4,1,4,2,5,2,5,1,5,2,4,3,4,2,4,2,5,4,5,2,21,45
"R_5roJofK0pjcS6D4",4,1,2,1,2,1,3,1,4,1,4,1,2,1,1,3,1,2,2,1,13,25
"R_7uQFgrlb8gUiu4G",2,2,2,3,2,1,2,1,2,3,2,4,2,2,2,2,2,1,1,1,20,19
"R_1wGi9qq07Whb26k",3,1,4,2,5,3,4,2,4,3,4,2,3,3,3,3,3,2,3,2,23,36
"R_7TTrPo04jfcdqT8",2,2,2,2,4,1,2,2,2,4,2,2,2,2,1,2,2,2,1,2,21,20
"R_1ansoMEzya1SoHV",4,1,3,1,1,1,2,1,1,3,2,1,4,3,1,1,1,4,1,1,17,20
"R_3S93nGR1rveZsqE",3,2,2,2,3,3,2,1,3,3,2,2,1,1,1,4,2,3,1,1,22,20
"R_7CwGoJGPPGQCqYi",3,1,3,3,5,1,3,3,3,3,3,3,1,3,3,3,3,2,3,3,25,30
"R_3zqKeoTgNEjbqaT",3,3,3,3,4,3,3,3,3,4,4,3,4,4,3,4,3,4,4,3,34,34
"R_6YnfscV6JUhC2IO",3,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,14,12
"R_57SyBCB2WuXpQl3",1,4,5,4,3,2,4,5,4,4,2,4,3,3,2,4,2,5,2,4,39,28
"R_6fl1Cje1nzzEqTt",5,1,5,2,4,2,3,2,5,3,5,1,5,3,4,1,3,1,3,2,18,42
"R_1Z5B8gSr6ms3TIB",1,2,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,15,10
"R_1to7h2sr7mOYwdH",2,4,5,4,1,4,3,5,3,4,5,3,4,5,3,4,5,3,4,5,41,35
"R_3oJRpsDvPPeXwxH",1,4,1,3,1,2,3,4,5,5,1,4,1,5,1,5,1,5,1,5,42,16
"R_5DvTy7gRvsnJFlf",2,3,2,4,4,2,2,3,3,2,2,2,3,3,2,2,3,2,3,2,25,26
"R_6AGMvKD6asAi17f",3,1,1,1,3,1,2,1,3,2,3,3,1,2,2,2,1,1,1,1,15,20
"R_7rJ4KRWsQQehYLi",3,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,13,14
"R_5K3GpWFOAgsRDmY",4,3,5,4,4,5,3,4,3,3,2,4,2,3,2,2,3,2,4,2,32,32
"R_18IEZEGCBmQ2QGZ",4,5,4,2,4,4,5,1,5,4,4,2,2,1,4,2,4,4,4,2,27,40
"R_741SXbyfRKi7Gdz",4,1,2,3,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,5,31,32
"R_7jAa7muxvbj6VfH",4,3,1,3,3,2,1,1,2,3,1,1,1,3,1,1,1,3,1,1,21,16
"R_7ZbXnsQUZeEczCN",1,1,4,1,1,1,1,1,1,2,1,4,1,2,1,2,3,2,1,1,17,15
"R_58JkO0vNl64sBQ5",4,2,2,3,3,2,2,2,3,4,4,4,2,2,2,2,2,3,2,2,26,26
"R_6fNxEPNSxfWVXCV",1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,12,12
"R_7LFp9JfEfzRZN9T",4,3,2,2,1,1,2,1,4,4,3,3,2,3,1,2,1,5,2,1,25,22
"R_5imU0pR4LvN98ob",5,1,3,1,4,3,1,4,5,5,5,5,5,5,5,5,3,5,5,5,39,41
"R_5rdhhnq2msr4Z76",4,1,1,1,4,1,3,1,4,4,4,4,4,4,4,4,4,1,5,1,22,37
"R_7OVm8AfdCMyQ9MN",5,2,2,4,4,4,4,4,4,4,4,4,1,1,1,4,1,5,5,1,33,31
"R_5tEHudzMUduPpvp",3,5,4,2,5,1,2,3,5,5,3,2,2,3,4,2,5,3,2,1,27,35
"R_7VgR6sHl7EZK123",5,2,4,3,3,1,4,1,5,5,5,3,4,5,4,1,2,1,4,1,23,40
"R_7g11nzA2jjUGmbK",2,4,3,3,4,4,5,4,4,4,4,4,4,4,3,2,2,2,1,4,35,32
"R_3wbm19TpYalz4t3",2,3,2,3,4,3,3,3,4,3,3,4,3,2,3,3,3,3,4,3,30,31
"R_7K0UXUthxYhSA0A",2,4,4,4,4,3,3,2,2,1,3,4,5,5,3,4,5,4,3,5,36,34
"R_3pzfaf2zS5IXoRN",5,4,4,4,5,5,5,4,4,4,4,5,5,5,3,2,4,3,4,5,41,43
"R_1KnyBcZsWHfSfNn",1,1,1,1,3,1,1,1,1,3,2,3,1,3,1,1,1,3,3,1,18,15
"R_7NTV4FIYDIiLroV",4,1,5,4,5,4,4,4,5,3,5,2,4,4,5,1,5,2,5,3,28,47
"R_35TRQRUFWQLKFOx",1,1,1,5,1,5,1,1,1,5,5,5,1,5,1,5,1,5,1,5,42,14
"R_5pPh0hxn4w8gztS",3,2,2,4,2,4,2,3,2,4,3,4,2,3,3,3,2,2,3,2,31,24
"R_5rYrCxZ79sliXyb",1,1,3,3,3,1,2,1,4,2,2,1,1,1,1,1,1,1,1,1,13,19
"R_5qP9pcvJiErJg66",4,1,3,2,5,2,2,1,1,3,2,3,2,1,1,2,2,1,2,2,18,24
"R_1my0gusJNwVN47S",2,3,1,3,1,2,1,1,5,5,5,3,5,3,1,5,2,5,5,1,31,28
"R_3WUzt3NkpV5zakt",3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,17,18
"R_7RWkqOusSPiqPeM",4,1,3,2,5,1,2,1,3,4,5,1,1,3,2,1,5,5,5,1,20,35
"R_5uwW1GNPHEPZEjP",5,5,5,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,3,48,34
"R_5WCihAOgcUedcZk",4,2,3,1,4,4,3,2,4,1,2,2,3,3,2,2,4,4,3,3,24,32
"R_3MR2wOcKDEOtwyF",1,1,2,3,3,2,2,3,2,2,2,2,3,3,3,3,2,4,1,2,25,21
"R_3m1UZFQc7rb44l9",1,1,2,2,2,1,1,1,1,1,1,5,1,1,1,3,1,5,1,2,22,12
"R_65EAY7lqI7ivK4L",3,1,4,2,4,1,4,4,4,4,3,3,4,4,3,3,2,3,3,3,28,34
"R_3gRbotitIRcBM7b",1,1,2,1,3,1,1,1,3,1,4,1,2,1,1,1,3,1,3,1,10,23
"R_6ePcGCUHHITSAEc",4,1,2,1,3,1,4,1,4,1,2,2,3,2,3,1,2,1,4,1,12,31
"R_11szzmPs5mGRu6J",3,2,2,2,5,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,19,24
"R_5gj5yKRvpTzaVNx",1,1,1,1,4,1,4,1,1,3,1,1,1,1,1,1,1,1,1,1,12,16
"R_75tnqr6vGdsHloP",1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,12,12
"R_5RyHeKsHGHX3r7X",2,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,10,19
"R_3uxMDIM68Ryg7Zb",3,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,12,13
"R_7IQPqmlATzALGUO",2,4,2,4,3,4,4,3,3,4,1,4,4,4,3,4,1,4,5,4,39,28
"R_3xDlq2S6uPw5w8P",4,4,3,4,1,3,1,1,1,4,3,1,1,1,1,1,2,1,4,1,21,21
"R_3dYGhjebxDJwtJ4",3,4,3,3,2,1,3,3,3,3,2,4,2,3,2,3,2,3,1,3,30,23
"R_170LRwVEPhBnadb",4,3,3,3,3,1,2,1,3,3,3,3,2,3,1,1,1,2,2,1,21,24
"R_5DpW3cwN0vrKupI",4,1,4,2,4,2,2,1,4,5,5,5,5,5,4,4,4,5,2,4,34,38
"R_1YJ4PhVqGeXyzaV",3,1,3,1,5,1,3,1,2,3,3,1,1,1,1,1,2,1,3,1,12,26
"R_5wLKofpoMG6ifbr",2,1,1,1,2,1,3,1,4,1,1,2,1,2,1,1,1,1,1,1,12,17
"R_1i1OwAEpRdxdVN7",3,2,3,2,3,1,3,3,4,3,2,3,1,2,2,2,2,2,3,3,23,26
"R_3M9xhlRWE2z06ER",3,1,4,4,4,1,3,1,1,1,5,1,4,1,4,1,4,3,4,1,15,36
"R_5LtmRRCFrFNzPxb",4,1,5,1,1,3,3,1,1,3,3,2,4,4,2,1,1,1,1,1,18,25
"R_5lt6t4j8YY71s3C",4,1,4,1,3,1,3,1,3,3,2,2,2,2,1,1,1,2,3,1,15,26
"R_3flcaFWiEzGlW0z",2,1,1,1,3,1,3,3,1,3,1,1,3,3,1,1,1,3,3,3,20,19
"R_5R4wMYSZx064Fxq",1,1,2,1,4,2,1,3,4,2,4,1,1,1,2,1,1,4,2,3,19,22
"R_5JfL2nIAUug4iPa",2,1,2,2,3,3,3,3,2,3,3,4,4,2,1,3,1,3,2,3,27,23
"R_6oM8rMgHrXTOZ0o",4,5,5,5,5,4,5,4,5,5,5,5,4,5,5,4,5,5,4,5,47,47
"R_5pKjJBb1i8PpMbj",5,1,4,1,4,1,4,1,5,3,5,1,5,2,5,1,5,1,5,1,13,47
"R_3COVtMZnAkIXYQx",3,3,3,2,2,3,3,3,3,3,3,3,4,3,4,3,3,2,2,4,29,30
"R_3RTiyVGeYz0aYlX",5,4,5,4,5,5,5,4,5,5,4,5,4,4,5,4,5,4,5,4,43,48
"R_9Ko6VUlnS5brTqN",3,1,2,2,2,2,2,2,2,2,1,5,2,2,2,1,1,2,2,2,21,19
"R_13f26CHXBygN3UE",4,1,2,1,5,1,2,1,4,4,4,1,2,4,2,1,2,4,4,2,20,31
"R_6HOG4TBXusNkrXT",3,2,3,3,1,1,3,3,4,3,3,3,2,3,3,3,2,2,3,2,25,27
"R_7isTWLL25asnz86",2,1,2,3,2,3,3,1,3,4,3,2,1,2,3,2,1,2,1,1,21,21
"R_3nNsH4otQiGWhBf",1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,29,28
"R_7CE0guvfyrrt836",4,1,4,3,4,1,4,1,3,3,4,3,3,3,1,1,3,1,3,1,18,33
"R_7fZQD4Jf65YZHCU",2,2,2,1,3,2,2,1,2,2,3,1,3,1,1,1,2,1,2,1,13,22
"R_7Hzwt9UmKWEwFQH",4,1,3,3,4,2,3,2,2,3,3,3,3,2,3,2,2,2,3,1,21,30
"R_1coUgYVdOvnwtTb",3,2,1,1,3,1,3,1,1,3,1,1,1,2,1,1,1,1,2,1,14,17
"R_1nwsNfArFfIHHtB",2,3,2,3,2,1,3,1,3,4,2,4,1,3,2,3,2,4,1,2,28,20
"R_6veV1V1XDql3BJi",4,3,4,3,3,1,3,1,4,1,4,1,3,1,4,1,4,1,4,1,14,37
"R_3PRnL9GkacgrAn6",2,2,2,4,4,4,5,3,5,4,4,3,5,4,4,3,2,2,2,3,32,35
"R_6m37LAKqjV0TJuC",4,4,3,4,5,5,3,4,4,4,5,4,4,4,5,5,4,1,5,5,40,42
"R_1WJ8M91QaGqkKrx",4,5,4,4,4,5,5,5,5,5,5,3,1,4,4,4,4,5,5,5,45,41
"R_7QEZnQTtIJiVFow",4,2,4,3,3,1,4,1,5,3,5,3,4,2,2,2,2,3,4,1,21,37
"R_3E1lAhesUhGJxEd",3,2,2,4,3,3,4,2,3,2,1,4,3,2,1,3,4,3,2,2,27,26
"R_3CNS4ExL4KVFzTw",1,1,2,1,5,1,5,1,5,4,5,3,4,5,4,2,3,4,3,4,26,37
"R_5q8XXif9YDAgoQV",3,2,4,4,4,2,3,2,5,4,4,4,4,3,5,4,4,4,4,1,30,40
"R_1pVBtsd9NtU9y8d",3,1,3,4,4,3,2,3,4,3,4,4,2,2,3,2,2,3,2,5,30,29
"R_5Tdv92OtUPduJbP",1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,30,28
"R_1ZpdzuFb6nfizmN",1,1,3,4,4,1,4,1,2,3,4,1,3,3,4,3,4,4,4,1,22,33
"R_6jTBkys7hizQQIH",3,4,4,2,3,4,4,3,2,3,4,3,3,4,4,2,3,4,3,4,33,33
"R_7jUlInnnlaVlm8J",2,2,4,2,2,5,3,3,5,3,3,5,2,5,2,3,4,3,3,2,33,30
"R_5SwchB5xw2PBOO3",4,1,3,2,4,2,3,2,3,2,4,3,2,2,2,2,3,2,4,2,20,32
"R_62gNZjHo4EQTbBy",2,1,4,2,4,2,1,1,4,4,2,2,4,2,4,1,1,1,3,2,18,29
"R_6t3Tr4mwzMdFcAg",2,3,4,4,5,5,5,4,4,4,5,3,4,4,5,4,5,4,4,5,40,43
"R_5r2HFQsXV0AewHn",3,1,2,2,4,2,4,2,2,4,4,2,2,2,2,2,2,2,4,2,21,29
"R_1diUIDmLMvzF6aY",4,1,2,2,4,3,4,2,4,4,4,2,2,3,2,2,2,2,4,2,23,32
"R_1IsWVQc0OZa6DNr",4,1,2,4,4,1,4,1,4,4,3,2,2,2,2,2,2,3,4,2,22,31
"R_6zCi0ZMwXNY1dGs",5,1,2,4,5,4,2,3,1,2,4,1,2,3,5,1,2,5,4,4,28,32
"R_7ey8UkBc9W3Pnj3",1,1,1,1,3,1,3,3,3,3,3,3,2,3,1,1,3,3,1,4,23,21
"R_1Hno6wtMOtcC0cW",4,1,2,4,5,1,4,1,5,4,5,1,5,3,5,1,4,1,4,1,18,43
"R_6f6SFVdsQoo2mz6",4,2,3,2,4,3,4,3,4,3,4,3,4,3,4,2,2,5,2,4,30,35
"R_3mk6xQHooB8Huby",4,4,4,4,3,3,4,4,5,5,4,5,4,4,4,4,4,5,4,3,41,40
"R_5j8p5Vo90h0FG1x",5,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,17
"R_5GVVqzHEujWmsNP",4,2,4,5,4,5,2,3,5,5,4,5,5,5,5,3,4,5,5,4,42,42
"R_1e8rHsVDW9fQOzo",5,1,5,1,5,1,3,2,5,5,5,5,5,3,5,2,4,1,4,2,23,46
"R_3XnsJpTLws66Xar",3,2,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,4,3,4,33,31
"R_6ESDeeWeeX7ZQeG",4,1,3,1,5,1,4,1,5,4,4,5,3,3,3,3,1,3,4,4,26,36
"R_1DP9eJZCP1OBbNh",5,4,5,5,4,5,3,1,5,5,3,5,2,4,4,4,5,4,5,5,42,41
"R_12eqqTBycuY6KFr",4,1,4,4,3,2,2,1,4,1,4,1,3,3,4,1,4,2,4,2,18,36
"R_3PcpXLqgY3JN4Ac",5,1,5,1,5,3,5,1,4,4,5,3,5,5,4,1,5,1,5,1,21,48
"R_7DYWGg0sn2qvHTX",1,3,4,5,5,1,5,1,5,4,4,1,1,2,3,3,2,3,3,1,24,33
"R_5SLTqvccMdG5oul",5,4,4,5,5,4,5,4,4,5,5,5,5,4,4,4,4,5,5,4,44,46
"R_7vpFRXW8ufjTUiZ",3,4,3,4,4,3,4,2,3,4,4,4,2,4,2,3,2,4,2,3,35,29
"R_52lhe45eUySh6NK",2,3,4,4,4,3,5,3,4,5,3,5,4,5,3,4,4,5,4,4,41,37
"R_1VaolO01zRBuxUY",4,1,3,3,3,3,2,3,3,3,3,2,2,3,3,2,3,3,3,3,26,29
"R_5Ky0tWaYFSLDAT5",4,4,5,4,1,4,3,5,5,5,4,5,5,5,4,3,4,3,5,4,42,40
"R_1FRqnmZCAG3xmWl",3,3,2,3,4,4,3,4,4,5,3,3,2,2,2,2,3,2,1,3,31,27
"R_75TpK6lYpXxnUGl",3,4,3,3,2,4,4,3,4,4,4,5,4,4,4,3,3,4,3,3,37,34
"R_65uuOBQuhlHu4cy",3,4,5,3,3,5,4,4,3,5,3,4,5,3,3,4,5,4,3,4,40,37
"R_7DrS6Fm6TrOqra9",2,4,2,4,2,5,3,4,2,4,4,5,2,4,2,2,2,5,3,2,39,24
"R_5PzNB33lG690A60",3,5,3,2,5,1,1,1,4,4,5,2,4,4,4,4,1,2,2,3,28,32
"R_54DicyqwBIaTQvR",4,1,4,4,5,1,4,2,4,3,4,1,2,2,2,1,2,1,4,2,18,35
"R_5JrblWrGRpNsRAW",5,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,4,5,5,42,45
"R_3GNvpqbl7vKY4HQ",5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,10,50
"R_38U7lY4dRg210M2",3,3,3,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,3,3,32,31
"R_1kyjyFMadgqbC1P",3,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,14,12
"R_7kby0wT3hZX3eTL",3,1,3,3,2,1,3,1,3,3,3,2,2,2,2,1,1,2,4,1,17,26
"R_6LGrAKPdslOIyjH",5,4,4,5,3,3,5,4,5,4,4,4,4,4,5,5,4,4,4,4,41,43
"R_7kG3WFkHGrSbhqN",4,1,2,3,2,3,1,1,3,5,3,4,2,3,1,1,1,5,1,1,27,20
"R_6g6nUxrNBYlWHG3",5,4,4,5,3,3,5,4,5,4,4,4,4,4,3,5,3,4,4,4,41,40
"R_7gT4ovKVXu6wfSg",4,2,4,2,4,4,2,3,4,3,1,2,5,2,3,4,3,4,2,5,31,32
"R_6WOu2X3EXLmpG5j",5,4,4,5,3,3,4,3,5,4,3,4,3,4,5,5,4,4,3,4,40,39
"R_5D7AvHDLoubPD6d",5,1,1,4,3,1,1,1,3,3,1,1,1,1,1,1,1,3,1,1,17,18
"R_5sp1OTcYxdTBOPc",5,3,4,5,4,3,5,4,5,3,4,4,3,4,5,5,3,4,4,4,39,42
"R_5feArODia9KIdNJ",5,1,3,4,4,3,4,2,5,4,4,4,2,4,4,1,3,4,4,2,29,38
"R_6813LD5V2VBexyh",1,2,3,5,4,4,2,3,3,4,2,5,2,3,4,2,3,4,4,4,36,28
"R_5wtMvFOrwYs2lmV",2,5,1,5,1,5,1,1,1,5,3,5,1,3,1,5,1,5,1,3,42,13
"R_6COZ2QDg7ahTBro",4,2,4,2,2,2,4,4,4,4,4,3,2,4,4,2,2,4,2,2,29,32
"R_30dmf15IH492c6J",1,2,3,5,4,4,2,3,3,4,2,5,2,3,4,2,3,4,4,4,36,28
"R_7uplO4CroJuK1Bf",3,3,4,3,4,4,3,2,4,4,2,4,4,3,3,3,2,5,4,3,34,33
"R_5E112Kdc9B5eeIq",4,5,1,4,2,4,1,4,3,2,3,4,1,4,2,1,1,4,1,2,34,19
"R_6EiyxtDCB1wuyL5",2,1,1,2,3,1,3,1,1,3,1,3,1,3,1,3,1,3,1,1,21,15
"R_1oAQTesiRxTvn55",4,3,4,2,3,4,4,4,3,3,3,4,3,4,4,3,3,4,5,3,34,36
"R_35NGvxIeJE1eqfZ",2,4,2,4,2,4,2,4,2,3,2,4,2,4,2,4,2,4,2,4,39,20
"R_70hO1uBKtZ5Y1Ls",3,1,2,4,2,3,2,3,4,4,2,4,2,3,2,2,2,2,3,2,28,24
"R_72D8qSiOPXzVZ9R",3,3,4,5,4,3,3,4,5,4,3,3,4,5,4,3,3,4,5,4,38,38
"R_3ESboLdcNKqTQOS",2,3,3,3,2,3,2,3,2,4,3,3,3,2,3,3,2,4,3,3,31,25
"R_10OsPGhyDwBI9kE",2,3,5,3,1,3,1,3,3,2,2,3,1,4,1,1,2,3,2,1,26,20
"R_3Jg52uGh6mYxzJ7",1,4,1,4,1,5,1,1,1,4,2,5,1,4,1,4,1,5,1,4,40,11
"R_61hFbc6r2FVxfhi",2,2,1,5,2,4,2,3,4,5,2,5,1,3,2,4,2,4,4,4,39,22
"R_5azrZRXFW70Zl2M",4,5,5,4,4,4,4,2,4,4,5,4,3,4,4,4,3,3,4,5,39,40
"R_1X5v6e6MRhn3CTo",5,4,5,4,5,1,5,1,5,4,5,2,5,4,5,2,1,5,5,1,28,46
"R_1E9EKMVWG0b4myE",5,2,5,5,4,2,5,5,5,5,5,2,5,1,5,1,5,5,5,1,29,49
"R_7wvRFUArj8pMGpO",4,3,4,2,5,2,5,2,5,5,5,3,3,4,4,3,3,1,4,3,28,42
"R_161xBTa6RbcVN3X",2,1,5,1,5,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,12,22
"R_6Pjuw2O3aqRXaCU",5,1,3,2,3,3,5,3,3,1,4,4,2,4,3,4,1,4,1,3,29,30
