"ResponseId","dospert_ethic","dospert_financial","dospert_hs","dospert_rec","dospert_inv","dospert_gam","dospert_soc"
"R_70cPbehz8YgjlAD",18,9,11,14,7,2,19
"R_75MCXE9iAmtsevV",0,0,0,3,0,0,3
"R_7Y0vv25OtJe68FP",17,15,15,14,6,9,19
"R_1tr712tjfR73hFG",16,16,14,18,8,8,16
"R_3E0gaNpg8ixuFG8",3,0,7,4,0,0,12
"R_5ITriEqOqWDcNCc",32,28,28,28,16,12,28
"R_5g5GmSpifeWgMhc",26,26,22,22,13,13,NA
"R_5sZvJQyM6qKw9kf",0,0,0,0,0,0,2
"R_3mggRTNicb8mEMV",23,18,12,23,10,8,17
"R_3mr5qyBCh8nDuok",11,12,16,14,7,5,16
"R_3ojXijZq4z3B08n",31,26,27,30,15,11,28
"R_6BNWPRT7rx1lpQd",16,16,16,16,8,8,16
"R_7QoXGIhQ6ltnz9D",0,0,0,0,0,0,4
"R_1PWpThWl7C85g65",28,27,28,29,13,14,28
"R_1fkszSr7PdTiFar",18,8,18,20,8,0,25
"R_1kGIRsNE7LNC5GH",3,3,4,2,3,0,5
"R_3FGMDx5zBHb5qKt",29,28,30,29,14,14,29
"R_7j3abBq8VjyMdaI",0,0,2,0,0,0,3
"R_32216RK2i1jzsnn",4,0,4,6,0,0,8
"R_3I3DzLnCrGOhKMx",23,24,22,23,11,13,25
"R_3L6EvIfUoI2uKyo",29,28,28,28,14,14,28
"R_73awMk9MUM9Wt7b",8,8,11,8,4,4,10
"R_74CrzwchZluPqTC",16,16,16,16,8,8,16
"R_394aC6s9PhFGFCR",6,2,7,10,2,0,11
"R_3KV1xuzqAuxbJAd",20,19,24,22,10,9,25
"R_3n6HZ84xXzVZYWD",27,25,26,23,14,11,25
"R_5fltE28G8y5O2Nf",17,13,16,19,7,6,18
"R_6Gpt1E8cQns9Kuv",23,30,28,24,15,15,24
"R_137uU0cle84C0Eg",24,20,15,23,10,10,22
"R_13loJdlauVfZGet",17,16,19,18,8,8,17
"R_15nxmT8ch9VTtBL",19,23,19,19,12,11,23
"R_1eRxCw3CkWpKbuO",24,24,20,21,12,12,26
"R_6aEvyCjuGkZVczT",15,9,8,12,0,9,17
"R_1z3tvcxEft0V8Bz",25,14,18,22,7,7,22
"R_70BEUnP9rajbD9q",24,23,8,16,15,8,20
"R_7Kr2dRserR88akN",0,0,1,0,0,0,0
"R_7wyiiJkx986HOud",6,7,4,2,6,1,13
"R_1NE7SPaqhcRo38F",2,2,6,4,0,2,10
"R_3Kd0ScxBeORmEup",32,32,32,32,16,16,32
"R_5EnwJbGyeuF3HLL",15,17,11,14,10,7,17
"R_5X5DNuT88jLJ6X7",20,13,12,14,6,7,16
"R_7dzmyOOs2upBV8i",15,11,15,17,4,7,12
"R_5GezpMhG5goUznd",14,11,13,13,6,5,10
"R_5kSf2VgpuYiOlhf",7,8,7,8,4,4,8
"R_74k5t3sSdvVwRCT",22,19,24,23,10,9,24
"R_7LjwvV2QS6F6IcV",24,23,29,28,12,11,24
"R_9O98LYBMxw4crx7",0,0,0,0,0,0,0
"R_1NFgwnM2q8M7Tk6",8,9,6,7,5,4,9
"R_3MA4k0zsZQcdJDP",17,4,11,17,1,3,10
"R_3wNf7MTZWA4OtYs",8,2,4,5,2,0,7
"R_51QnjxvkvMEaIdv",29,27,30,27,13,14,28
"R_7UfpkuOufMXw6oV",16,16,19,13,8,8,15
"R_1gXE5Tu9JMZtKoF",28,27,29,27,13,14,27
"R_1jXlpw7NlbcsXe1",26,20,16,17,10,10,20
"R_60YXKHoxZ9pM88c",3,3,5,5,0,3,6
"R_7nuOAZwSYjKYOtA",28,31,31,26,16,15,29
"R_9Doqi4l8ZeXexJC",28,27,29,29,13,14,28
"R_1nOvcmcwAZmasnv",9,3,13,9,3,0,13
"R_3Rn9S8JLpumEayd",13,4,8,16,4,0,13
"R_3gwIkd6W01wNgxW",22,21,23,26,10,11,21
"R_5bnYPjPBLRih4u5",10,4,11,15,4,0,14
"R_6twYKcfHQWhkkY9",8,8,9,8,3,5,6
"R_1CHjIG3AYAcL3jo",5,4,9,13,1,3,11
"R_1KqyRvahNgmkBQE",11,11,9,11,4,7,9
"R_5N4vuCrAZwl7GGE",21,20,20,22,11,9,22
"R_5P05fOIY0EaSYPX",10,12,11,11,8,4,13
"R_5TAzlO7d4sUCnbX",15,16,15,18,8,8,16
"R_3Olf80nWFmmOSDu",16,16,16,16,8,8,16
"R_3n9j4KBCzsSrNmq",0,0,0,0,0,0,4
"R_6P6bCm0bhGY83GF",0,0,0,2,0,0,2
"R_7PZA0G9I5noAZwT",20,20,21,16,9,11,23
"R_7g9lcoV826k1byN",13,14,14,16,8,6,16
"R_50S6lE38rGSOmGd",0,0,0,0,0,0,3
"R_51E0WEpVsh8wfyV",17,16,20,16,12,4,18
"R_5rqpyiS4oQeSuUF",4,5,12,9,0,5,13
"R_67xsmv04l4ab4AB",17,17,17,14,9,8,14
"R_6Esp4DhOHPygHi2",16,10,19,21,6,4,24
"R_14BntYuTlNkORLb",8,7,10,5,4,3,9
"R_1oWY7yvZJq798bv",15,19,19,15,10,9,18
"R_3EsnRLEJX6rMS3z",1,2,4,13,1,1,6
"R_3SoBnEqWgFpuucq",9,4,5,14,4,0,11
"R_3pYXkdFXzjwfiyT",5,7,10,10,4,3,15
"R_5EGdextoNLmtP3P",19,11,14,18,9,2,18
"R_5dAS058eVSScQOB",3,2,10,3,0,2,2
"R_5lW8nxS3ED8IwtD",0,0,0,0,0,0,3
"R_6sTHiqGfAZWdwUk",7,6,14,13,6,0,8
"R_7J559ajJq0WRhKN",0,0,0,0,0,0,4
"R_3wwOAxdJOjOeFzz",12,4,8,10,3,1,12
"R_5HnsvN5jscCb3zK",20,20,21,16,9,11,23
"R_5jMU3x404AXXbNL",0,0,0,0,0,0,0
"R_6Cy21AzpK7wndhm",8,4,9,6,3,1,9
"R_7oaYMZbK41grUUp",17,17,16,14,8,9,12
"R_32RNpNqvxw5NK5s",19,24,23,19,12,12,20
"R_4GnIjgTUMujVj2x",21,20,20,24,11,9,24
"R_52lH4xqVIEKxDzN",28,30,26,28,15,15,27
"R_5rVffMsBwjBxttI",19,17,17,15,8,9,20
"R_6PHJ2KWPUjRpeb7",8,6,14,11,6,0,14
"R_1ByxdcDcAFYIHUm",18,25,21,28,12,13,26
"R_1Ya0cOGHwfG4HRq",20,20,21,16,9,11,23
"R_55AX9mNBTEpMqTK",16,6,11,13,5,1,13
"R_5ePlK0DXvkNIAOE",26,23,23,21,11,12,26
"R_5eQYqwIqKrWdWnr",6,3,8,12,2,1,14
"R_3dZaJNggSvlZfe7",4,1,5,8,1,0,8
"R_3kiEnofq1ydilqd",18,17,14,21,9,8,18
"R_3otLznU9Mjv3EOw",9,3,10,11,3,0,12
"R_6njg3OGBEiP8BAl",22,21,24,21,11,10,19
"R_1Q9Ic14XDJ0WJeT",20,19,19,19,10,9,18
"R_1g6H9bpeemzn2Ey",14,15,15,13,8,7,18
"R_6OPnJaJ7zm5qwsW",24,29,29,29,14,15,28
"R_6d3X2semYcfZzah",20,19,21,20,9,10,20
"R_3G0qnNaZxJN41s9",29,27,28,29,13,14,26
"R_3HtSz56NnEbZgFH",13,8,15,14,5,3,14
"R_5sBoPbDVLGGucl4",7,8,9,10,6,2,8
"R_6A89ny4xCsitc6R",5,4,6,6,4,0,10
"R_6vZC2n3E8MH60yJ",3,0,5,0,0,0,6
"R_1tTi3nQnh16312F",15,7,12,9,7,0,23
"R_58VxdOOr1q4Emjv",14,15,14,9,7,8,14
"R_7lR9TGRHqZMbUzL",27,25,28,26,12,13,25
"R_5CPIDhHhcVO1ksY",10,11,12,16,7,4,14
"R_5dEmQAxc6pREwrk",12,13,13,17,8,5,22
"R_5riQTcKu04YrJ8Q",25,23,22,26,14,9,26
"R_62SeFKMsQtZrCAI",0,0,2,0,0,0,5
"R_7lB7EleGEuIrzlD",11,8,15,9,6,2,18
"R_1f4fdJ2VCj3UYzn",2,2,2,3,0,2,3
"R_1xy1RTRzxBTeVqO",8,8,9,10,4,4,9
"R_33qLyeV42ekHH4t",25,25,23,26,12,13,25
"R_3dQZwswfqhpZQGd",2,0,0,2,0,0,3
"R_5B2PbRLXHku3vb1",0,0,0,0,0,0,3
"R_11k0kQCRPxWQxAR",14,11,13,16,8,3,19
"R_1Poo6RkrQbYcd7V",30,29,28,26,15,14,28
"R_1jY5VJbZTLJJ4A1",20,20,21,16,9,11,23
"R_7CrP3g0qXU9EKnQ",6,3,9,8,3,0,11
"R_3U4rqMUIErVMXn1",5,2,6,5,1,1,6
"R_3ZE7RNkQ8B4x1Ix",10,8,10,17,3,5,10
"R_3ZHVJ8aHP590SgT",15,27,21,23,13,14,20
"R_7QXbr2n5EJdFLrH",0,0,0,0,0,0,3
"R_7VaK6xQgUyVsAvf",30,28,27,27,14,14,29
"R_338BJaBwbGh1qQv",30,29,27,30,15,14,25
"R_39gFtnOa6brbk7s",5,2,7,2,2,0,9
"R_5RkXHvlLA9F4UE1",0,0,0,0,0,0,4
"R_6E5y9wklvMsvTvI",12,15,22,13,5,10,18
"R_3ZI8R002zUSw8Kd",17,15,15,16,8,7,17
"R_5OOeuSwF3NoDGmJ",4,4,8,9,3,1,7
"R_6rGcfY3BsgI3pOZ",6,5,7,15,4,1,15
"R_7g60wvmZzpv6ev9",32,31,29,29,16,15,30
"R_1iiqgW8jryQPdfj",8,3,9,5,3,0,10
"R_1rGlj7eQohXJD3c",19,19,13,18,10,9,14
"R_3LnbHZtm8ZSm47Q",14,8,9,14,6,2,12
"R_6KpxWcTLOt4UajG",20,20,21,16,9,11,23
"R_7Eji2ZMJKXWSYfq",1,2,6,9,2,0,6
"R_1NvKKT5Pv3LrK93",29,28,27,28,14,14,30
"R_1mepv2xHZUkNedA",8,0,4,4,0,0,8
"R_3rpFBgzWe95J0GH",7,6,9,12,5,1,11
"R_50YyzeQlUHj3UWM",12,12,10,10,8,4,11
"R_9hzKMhAV7cJGjkT",29,28,28,28,13,15,29
"R_3iTmEmgEHHLZlEB",20,21,23,28,9,12,26
"R_5h2uGwyjVuwxqBX",26,23,17,24,11,12,21
"R_6dgzoAjUW24zQ8o",18,15,14,15,8,7,18
"R_7ezOqN7pg8PVBgR",9,11,12,14,3,8,19
"R_17ya2KUMdAB4Z5O",18,9,17,27,3,6,15
"R_63POuFAgIQIzehj",11,9,13,18,3,6,12
"R_7pPHt5MLl0UHRY0",27,22,25,24,9,13,27
"R_7yfcCCzqH4aTTTX",13,11,12,23,7,4,18
"R_1Pz1l6tqGYwdi4p",12,11,13,14,6,5,12
"R_3PTNchgrczSxV7t",7,6,6,11,3,3,13
"R_3f77OOIuCsmWwxS",0,0,0,0,0,0,4
"R_3qrqL0OiTuaSL9w",0,0,0,0,0,0,0
"R_7yfHXO3TTW5y0k3",16,15,12,16,9,6,15
"R_77I0m2ExmdUP138",28,28,27,27,15,13,29
"R_1D6xR48qcL2tTNK",21,15,18,18,9,6,21
"R_1DOzGq64U2tGnLF",4,6,5,7,3,3,7
"R_7kczJBoueHOm2M0",18,22,17,20,10,12,20
"R_5Zu1O96PzO2EGkN",11,8,11,14,5,3,15
"R_3P0cFiIHsojpsZ9",15,13,9,9,4,9,15
"R_5CkNaTen0WtTNju",11,6,4,9,4,2,9
"R_56GdiL109c0yVsR",11,3,8,14,1,2,16
