"ResponseId","mandf_onlineg","mandf_casinog","mandf_cann","mandf_drinks_m","mandf_drinks_f","mandf_drinks_o"
"R_3otLznU9Mjv3EOw",0,0,0,NA,1,NA
"R_6njg3OGBEiP8BAl",15,20,1,17,NA,NA
"R_3HtSz56NnEbZgFH",0,0,0,NA,30,NA
"R_5sBoPbDVLGGucl4",0,0,0,2,NA,NA
"R_6A89ny4xCsitc6R",0,0,0,NA,1,NA
"R_6vZC2n3E8MH60yJ",0,1,0,NA,0,NA
"R_1tTi3nQnh16312F",0,10,0,NA,30,NA
"R_7lR9TGRHqZMbUzL",3,3,2,2,NA,NA
"R_5CPIDhHhcVO1ksY",3,0,30,NA,0,NA
"R_5dEmQAxc6pREwrk",30,1,0,NA,0,NA
"R_5riQTcKu04YrJ8Q",22,22,30,13,NA,NA
"R_62SeFKMsQtZrCAI",0,0,0,NA,0,NA
"R_1f4fdJ2VCj3UYzn",28,25,0,23,NA,NA
"R_3dQZwswfqhpZQGd",0,0,0,NA,0,NA
"R_5B2PbRLXHku3vb1",0,0,0,NA,0,NA
"R_1Poo6RkrQbYcd7V",30,30,30,30,NA,NA
"R_1jY5VJbZTLJJ4A1",25,22,23,22,NA,NA
"R_3U4rqMUIErVMXn1",0,0,0,0,NA,NA
"R_3ZE7RNkQ8B4x1Ix",2,0,30,NA,2,NA
"R_7QXbr2n5EJdFLrH",2,0,0,NA,0,NA
"R_39gFtnOa6brbk7s",0,0,0,NA,30,NA
"R_5RkXHvlLA9F4UE1",0,0,0,NA,0,NA
"R_6E5y9wklvMsvTvI",25,25,3,NA,7,NA
"R_5OOeuSwF3NoDGmJ",0,0,0,NA,30,NA
"R_6rGcfY3BsgI3pOZ",0,2,3,NA,2,NA
"R_7g60wvmZzpv6ev9",5,30,5,6,NA,NA
"R_1iiqgW8jryQPdfj",0,0,0,NA,30,NA
"R_6KpxWcTLOt4UajG",20,20,22,23,NA,NA
"R_7Eji2ZMJKXWSYfq",0,0,0,0,NA,NA
"R_1NvKKT5Pv3LrK93",17,18,19,20,NA,NA
"R_3rpFBgzWe95J0GH",0,0,0,NA,30,NA
"R_50YyzeQlUHj3UWM",10,2,0,NA,0,NA
"R_3iTmEmgEHHLZlEB",30,5,24,25,NA,NA
"R_6dgzoAjUW24zQ8o",26,5,18,12,NA,NA
"R_17ya2KUMdAB4Z5O",0,0,3,NA,29,NA
"R_63POuFAgIQIzehj",6,0,0,NA,30,NA
"R_7pPHt5MLl0UHRY0",22,22,22,NA,2,NA
"R_7yfcCCzqH4aTTTX",10,0,30,NA,29,NA
"R_1Pz1l6tqGYwdi4p",0,0,0,0,NA,NA
"R_3PTNchgrczSxV7t",10,1,0,NA,30,NA
"R_3f77OOIuCsmWwxS",0,0,0,NA,3,NA
"R_3qrqL0OiTuaSL9w",0,0,0,NA,10,NA
"R_7yfHXO3TTW5y0k3",20,0,28,NA,4,NA
"R_77I0m2ExmdUP138",0,0,3,NA,2,NA
"R_1D6xR48qcL2tTNK",2,0,0,NA,4,NA
"R_1DOzGq64U2tGnLF",20,0,0,NA,2,NA
"R_7kczJBoueHOm2M0",0,0,0,NA,0,NA
"R_5Zu1O96PzO2EGkN",20,0,30,NA,8,NA
"R_3P0cFiIHsojpsZ9",0,0,0,NA,0,NA
"R_56GdiL109c0yVsR",21,3,24,NA,22,NA
